,Field,Type,Null,Key,Default,Extra
0,mls_num,varchar(6),NO,PRI,,
1,systemid,int(10),NO,UNI,,
2,sewer,varchar(47),YES,,,
3,water,varchar(47),YES,,,
4,acreage,"decimal(19,3)",YES,,,
5,address_2,varchar(50),YES,,,
6,address_direction,varchar(2),YES,,,
7,address_number,varchar(15),YES,,,
8,address_post_direction,varchar(2),YES,,,
9,address_search_number,int(10),YES,,,
10,address_street,varchar(50),YES,,,
11,agent,int(10),YES,MUL,,
12,agent_hit_count,int(10),YES,,,
13,agent_remarks,varchar(500),YES,,,
14,apn,varchar(30),YES,,,
15,area,varchar(47),YES,,,
16,associated_document_count,int(10),YES,,,
17,city,varchar(50),YES,,,
18,class,varchar(21),YES,,,
19,client_hit_count,int(10),YES,,,
20,closing_cost_paid_by,varchar(5),YES,,,
21,closing_date,date,YES,,,
22,contract_date,date,YES,,,
23,cosell_agent,int(10),YES,,,
24,cosell_office,int(10),YES,,,
25,county,varchar(12),YES,,,
26,directions,varchar(306),YES,,,
27,doc_timestamp,datetime,YES,,,
28,dom,int(10),YES,,,
29,domls,int(10),YES,,,
30,expiration_date,date,YES,,,
31,first_photo_add_timestamp,datetime,YES,,,
32,geo_address_line,varchar(255),YES,,,
33,geo_latitude,"decimal(18,15)",YES,,,
34,geo_longitude,"decimal(19,15)",YES,,,
35,geo_match_code,smallint(3),YES,,,
36,geo_matched_method,smallint(3),YES,,,
37,geo_postal_code,varchar(10),YES,,,
38,geo_primary_city,varchar(100),YES,,,
39,geo_quality,"decimal(12,8)",YES,,,
40,geo_secondary_city,varchar(100),YES,,,
41,geo_subdivision,varchar(2),YES,,,
42,geo_update_timestamp,datetime,YES,,,
43,geo_zoom_level,"decimal(2,0)",YES,,,
44,hotsheet_date,date,YES,,,
45,how_sold,smallint(3),YES,,,
46,input_date,datetime,YES,,,
47,la1agent_address2,varchar(50),YES,,,
48,la1agent_city,varchar(50),YES,,,
49,la1agent_email,varchar(50),YES,,,
50,la1agent_first_name,varchar(50),YES,,,
51,la1agent_last_name,varchar(50),YES,,,
52,la1agent_middle_initial,varchar(1),YES,,,
53,la1agent_phone1_countryid,int(10),YES,,,
54,la1agent_phone1_extension,varchar(5),YES,,,
55,la1agent_phone1_number,varchar(30),YES,,,
56,la1agent_phone2_countryid,int(10),YES,,,
57,la1agent_phone2_extension,varchar(5),YES,,,
58,la1agent_phone2_number,varchar(30),YES,,,
59,la1agent_phone3_countryid,int(10),YES,,,
60,la1agent_phone3_extension,varchar(5),YES,,,
61,la1agent_phone3_number,varchar(30),YES,,,
62,la1agent_phone4_countryid,int(10),YES,,,
63,la1agent_phone4_extension,varchar(5),YES,,,
64,la1agent_phone4_number,varchar(30),YES,,,
65,la1agent_phone5_countryid,int(10),YES,,,
66,la1agent_phone5_extension,varchar(5),YES,,,
67,la1agent_phone5_number,varchar(30),YES,,,
68,la1agent_state,varchar(2),YES,,,
69,la1agent_status,varchar(1),YES,,,
70,la1agent_type,smallint(3),YES,,,
71,la1agent_url,varchar(80),YES,,,
72,la1agent_zip,varchar(20),YES,,,
73,la1agentaddressstreetname,varchar(50),YES,,,
74,la1agentphone1description,varchar(5),YES,,,
75,la1agentphone2description,varchar(5),YES,,,
76,la1agentphone3description,varchar(5),YES,,,
77,la1agentphone4description,varchar(5),YES,,,
78,la1agentphone5description,varchar(5),YES,,,
79,listing_date,date,YES,,,
80,listing_office_1,int(10),YES,,,
81,lo1board_id,int(10),YES,,,
82,lo1eo_certification_date,date,YES,,,
83,lo1main_office_id,int(10),YES,,,
84,lo1offceaddressstreetname,varchar(50),YES,,,
85,lo1office_abbreviation,varchar(25),YES,,,
86,lo1office_address2,varchar(50),YES,,,
87,lo1office_city,varchar(50),YES,,,
88,lo1office_email,varchar(50),YES,,,
89,lo1office_identifier,int(10),YES,,,
90,lo1office_name,varchar(100),YES,MUL,,
91,lo1office_phone1_number,varchar(30),YES,,,
92,lo1office_state,varchar(2),YES,,,
93,lo1office_type,smallint(3),YES,,,
94,lo1office_url,varchar(80),YES,,,
95,lo1office_zip,varchar(20),YES,,,
96,lo1officehaseoinsurance,varchar(10),YES,,,
97,lo1officephone1countryid,int(10),YES,,,
98,lo1officephone1descriptin,varchar(10),YES,,,
99,lo1officephone1extension,varchar(5),YES,,,
100,lot_size,varchar(25),YES,,,
101,off_market_date,date,YES,,,
102,original_price,int(10),YES,,,
103,owner_name,varchar(50),YES,,,
104,owner_phone,varchar(25),YES,,,
105,photo_count,int(10),YES,,,
106,photo_notes_yn,varchar(1),YES,,,
107,phototimestamp,datetime,YES,,,
108,price_date,date,YES,,,
109,price_previous,int(10),YES,,,
110,publish_to_internet_yn,varchar(3),YES,,,
111,sa1agent_address2,varchar(50),YES,,,
112,sa1agent_city,varchar(50),YES,,,
113,sa1agent_email,varchar(50),YES,,,
114,sa1agent_first_name,varchar(50),YES,,,
115,sa1agent_last_name,varchar(50),YES,,,
116,sa1agent_middle_initial,varchar(1),YES,,,
117,sa1agent_phone1_countryid,int(10),YES,,,
118,sa1agent_phone1_extension,varchar(5),YES,,,
119,sa1agent_phone1_number,varchar(30),YES,,,
120,sa1agent_phone2_countryid,int(10),YES,,,
121,sa1agent_phone2_extension,varchar(5),YES,,,
122,sa1agent_phone2_number,varchar(30),YES,,,
123,sa1agent_phone3_countryid,int(10),YES,,,
124,sa1agent_phone3_extension,varchar(5),YES,,,
125,sa1agent_phone3_number,varchar(30),YES,,,
126,sa1agent_phone4_countryid,int(10),YES,,,
127,sa1agent_phone4_extension,varchar(5),YES,,,
128,sa1agent_phone4_number,varchar(30),YES,,,
129,sa1agent_phone5_countryid,int(10),YES,,,
130,sa1agent_phone5_extension,varchar(5),YES,,,
131,sa1agent_phone5_number,varchar(30),YES,,,
132,sa1agent_state,varchar(2),YES,,,
133,sa1agent_status,varchar(1),YES,,,
134,sa1agent_type,smallint(3),YES,,,
135,sa1agent_url,varchar(80),YES,,,
136,sa1agent_zip,varchar(20),YES,,,
137,sa1agentaddressstreetname,varchar(50),YES,,,
138,sa1agentphone1description,varchar(5),YES,,,
139,sa1agentphone2description,varchar(5),YES,,,
140,sa1agentphone3description,varchar(5),YES,,,
141,sa1agentphone4description,varchar(5),YES,,,
142,sa1agentphone5description,varchar(5),YES,,,
143,sa2agent_address2,varchar(50),YES,,,
144,sa2agent_city,varchar(50),YES,,,
145,sa2agent_email,varchar(50),YES,,,
146,sa2agent_first_name,varchar(50),YES,,,
147,sa2agent_last_name,varchar(50),YES,,,
148,sa2agent_middle_initial,varchar(1),YES,,,
149,sa2agent_phone1_countryid,int(10),YES,,,
150,sa2agent_phone1_extension,varchar(5),YES,,,
151,sa2agent_phone1_number,varchar(30),YES,,,
152,sa2agent_phone2_countryid,int(10),YES,,,
153,sa2agent_phone2_extension,varchar(5),YES,,,
154,sa2agent_phone2_number,varchar(30),YES,,,
155,sa2agent_phone3_countryid,int(10),YES,,,
156,sa2agent_phone3_extension,varchar(5),YES,,,
157,sa2agent_phone3_number,varchar(30),YES,,,
158,sa2agent_phone4_countryid,int(10),YES,,,
159,sa2agent_phone4_extension,varchar(5),YES,,,
160,sa2agent_phone4_number,varchar(30),YES,,,
161,sa2agent_phone5_countryid,int(10),YES,,,
162,sa2agent_phone5_extension,varchar(5),YES,,,
163,sa2agent_phone5_number,varchar(30),YES,,,
164,sa2agent_state,varchar(2),YES,,,
165,sa2agent_status,varchar(1),YES,,,
166,sa2agent_type,smallint(3),YES,,,
167,sa2agent_url,varchar(80),YES,,,
168,sa2agent_zip,varchar(20),YES,,,
169,sa2agentaddressstreetname,varchar(50),YES,,,
170,sa2agentphone1description,varchar(5),YES,,,
171,sa2agentphone2description,varchar(5),YES,,,
172,sa2agentphone3description,varchar(5),YES,,,
173,sa2agentphone4description,varchar(5),YES,,,
174,sa2agentphone5description,varchar(5),YES,,,
175,salerent,varchar(1),YES,,,
176,search_price,int(10),YES,,,
177,selling_agent_1,int(10),YES,,,
178,selling_office_1,int(10),YES,,,
179,so1board_id,int(10),YES,,,
180,so1eo_certification_date,date,YES,,,
181,so1main_office_id,int(10),YES,,,
182,so1offceaddressstreetname,varchar(50),YES,,,
183,so1office_abbreviation,varchar(25),YES,,,
184,so1office_address2,varchar(50),YES,,,
185,so1office_city,varchar(50),YES,,,
186,so1office_email,varchar(50),YES,,,
187,so1office_identifier,int(10),YES,,,
188,so1office_name,varchar(100),YES,,,
189,so1office_phone1_number,varchar(30),YES,,,
190,so1office_state,varchar(2),YES,,,
191,so1office_type,smallint(3),YES,,,
192,so1office_url,varchar(80),YES,,,
193,so1office_zip,varchar(20),YES,,,
194,so1officehaseoinsurance,varchar(10),YES,,,
195,so1officephone1countryid,int(10),YES,,,
196,so1officephone1descriptin,varchar(10),YES,,,
197,so1officephone1extension,varchar(5),YES,,,
198,so2board_id,int(10),YES,,,
199,so2eo_certification_date,date,YES,,,
200,so2main_office_id,int(10),YES,,,
201,so2offceaddressstreetname,varchar(50),YES,,,
202,so2office_abbreviation,varchar(25),YES,,,
203,so2office_address2,varchar(50),YES,,,
204,so2office_city,varchar(50),YES,,,
205,so2office_email,varchar(50),YES,,,
206,so2office_identifier,int(10),YES,,,
207,so2office_name,varchar(100),YES,,,
208,so2office_phone1_number,varchar(30),YES,,,
209,so2office_state,varchar(2),YES,,,
210,so2office_type,smallint(3),YES,,,
211,so2office_url,varchar(80),YES,,,
212,so2office_zip,varchar(20),YES,,,
213,so2officehaseoinsurance,varchar(10),YES,,,
214,so2officephone1countryid,int(10),YES,,,
215,so2officephone1descriptin,varchar(10),YES,,,
216,so2officephone1extension,varchar(5),YES,,,
217,sold_price,int(10),YES,,,
218,state,varchar(2),YES,,,
219,status,varchar(24),YES,,,
220,status_category,varchar(6),YES,,,
221,status_date,date,YES,,,
222,status_detail,varchar(1),YES,,,
223,street_designation,varchar(16),YES,,,
224,subdivision,varchar(40),YES,,,
225,tax_database_id,smallint(3),YES,,,
226,tax_property_id,varchar(50),YES,,,
227,transaction_broker_accept,varchar(5),YES,,,
228,transaction_broker_compen,varchar(10),YES,,,
229,type,varchar(19),YES,,,
230,unit_numlot_num,varchar(10),YES,,,
231,update_date,datetime,YES,,,
232,virtual_tour,varchar(262),YES,,,
233,vow_address,varchar(1),YES,,,
234,vow_avm,varchar(1),YES,,,
235,vow_comment,varchar(1),YES,,,
236,vow_include,varchar(1),YES,,,
237,zip,varchar(20),YES,MUL,,
238,miscellaneous,varchar(193),YES,,,
239,auction_date,date,YES,,,
240,auction_price,int(10),YES,,,
241,short_sale_yn,varchar(3),YES,,,
242,address,varchar(100),YES,,,
243,_cc_pd_by_seller,int(10),YES,,,
244,baths,smallint(3),YES,,,
245,baths_full,smallint(3),YES,,,
246,baths_part,smallint(3),YES,,,
247,list_price_tot_sqft,"decimal(18,2)",YES,,,
248,sale_price_tot_sqft,"decimal(18,2)",YES,,,
249,taxes,"decimal(18,2)",YES,,,
250,variable_commission,varchar(10),YES,,,
251,comp_sb,varchar(10),YES,,,
252,l_agt1_beep,varchar(30),YES,,,
253,l_agt1_cell,varchar(30),YES,,,
254,l_agt1_fax,varchar(30),YES,,,
255,l_agt2_cell,varchar(30),YES,,,
256,l_off_fax,varchar(30),YES,,,
257,take_photo,varchar(10),YES,,,
258,foreclosed_property,varchar(10),YES,,,
259,listing_type_agreement,varchar(23),YES,,,
260,prop_disclosure_exempt,varchar(10),YES,,,
261,property_disclosure,varchar(10),YES,,,
262,rollback_tax_yn,varchar(7),YES,,,
263,showing,int(10),YES,,,
264,baths_combo,varchar(5),YES,,,
265,lockbox,varchar(25),YES,,,
266,restrictions,varchar(25),YES,,,
267,cumulative_dom,int(10),YES,,,
268,possession,int(10),YES,,,
269,other_utilities,int(10),YES,,,
270,road_surface,varchar(23),YES,,,
271,sale_includes,int(10),YES,,,
272,zoning,varchar(25),YES,,,
273,heating,varchar(104),YES,,,
274,cooling,varchar(90),YES,,,
275,num_of_stories,"decimal(17,1)",YES,,,
276,parking_spaces,smallint(5),YES,,,
277,newresale,varchar(10),YES,,,
278,year_built,int(10),YES,,,
279,power_on,varchar(10),YES,,,
280,price_per_sqft,"decimal(11,2)",YES,,,
281,contact_name,varchar(25),YES,,,
282,contact_phone,varchar(25),YES,,,
283,location,varchar(34),YES,,,
284,amps,smallint(5),YES,,,
285,best_use,varchar(200),YES,,,
286,bldg_attachedfree_stndg,varchar(17),YES,,,
287,building_status,int(10),YES,,,
288,ceiling_height,smallint(5),YES,,,
289,construction,varchar(35),YES,,,
290,door_height,smallint(5),YES,,,
291,door_height_2,smallint(5),YES,,,
292,enterprise_zone,varchar(25),YES,,,
293,exist_finance,int(10),YES,,,
294,fire_system,int(10),YES,,,
295,gross_heated_sqft,int(10),YES,,,
296,gross_income,int(10),YES,,,
297,land_sqft,int(10),YES,,,
298,last_appraisal,int(10),YES,,,
299,miscellaneous_building,int(10),YES,,,
300,net_income,int(10),YES,,,
