,Field,Type,Null,Key,Default,Extra
0,AboveGradeFinishedArea,"decimal(14,2)",YES,,,
1,AccessibilityFeatures,varchar(390),YES,,,
2,Appliances,varchar(170),YES,,,
3,ArchitecturalStyle,varchar(60),YES,MUL,,
4,AssociationAmenities,varchar(90),YES,,,
5,AssociationFee,"decimal(14,2)",YES,,,
6,AssociationFeeFrequency,varchar(30),YES,,,
7,AssociationFeeIncludes,tinyint(1),YES,,,
8,AssociationYN,tinyint(1),YES,,,
9,AttachedGarageYN,tinyint(1),YES,,,
10,AttributionContact,varchar(30),YES,,,
11,AvailabilityDate,date,YES,,,
12,Basement,varchar(140),YES,,,
13,BathroomsFull,bigint(20),YES,,,
14,BathroomsHalf,bigint(20),YES,,,
15,BathroomsOneQuarter,bigint(20),YES,,,
16,BathroomsPartial,bigint(20),YES,,,
17,BathroomsThreeQuarter,bigint(20),YES,,,
18,BathroomsTotalInteger,bigint(20),YES,MUL,,
19,BedroomsTotal,bigint(20),YES,MUL,,
20,BelowGradeFinishedArea,"decimal(14,2)",YES,,,
21,BodyType,tinyint(1),YES,,,
22,BuilderName,varchar(50),YES,,,
23,BuildingAreaTotal,"decimal(14,2)",YES,,,
24,BuildingFeatures,varchar(130),YES,,,
25,BusinessName,varchar(30),YES,,,
26,BusinessType,varchar(210),YES,,,
27,BuyerAgencyCompensation,varchar(30),YES,,,
28,BuyerAgencyCompensationType,varchar(30),YES,,,
29,BuyerAgentFirstName,varchar(30),YES,,,
30,BuyerAgentFullName,varchar(30),YES,,,
31,BuyerAgentLastName,varchar(30),YES,,,
32,BuyerAgentMlsId,varchar(32),YES,,,
33,BuyerOfficeMlsId,varchar(32),YES,,,
34,BuyerOfficeName,varchar(30),YES,,,
35,BuyerTeamKey,varchar(32),YES,,,
36,BuyerTeamName,varchar(30),YES,,,
37,CarportSpaces,"decimal(14,2)",YES,,,
38,CarportYN,tinyint(1),YES,,,
39,City,varchar(30),YES,MUL,,
40,CloseDate,date,YES,,,
41,ClosePrice,"decimal(14,2)",YES,,,
42,CoBuyerAgentFirstName,varchar(30),YES,,,
43,CoBuyerAgentFullName,varchar(30),YES,,,
44,CoBuyerAgentLastName,varchar(30),YES,,,
45,CoBuyerAgentMlsId,varchar(32),YES,,,
46,CoBuyerOfficeMlsId,varchar(32),YES,,,
47,CoBuyerOfficeName,varchar(30),YES,,,
48,CoListAgentEmail,varchar(30),YES,,,
49,CoListAgentFirstName,varchar(30),YES,,,
50,CoListAgentFullName,varchar(30),YES,,,
51,CoListAgentLastName,varchar(30),YES,,,
